id;Genero;Edad;Pasajero_frecuente;Tipo_viaje;Clase;Distancia_volada;Comodidad;Servicio_a_bordo;Demora_despegue;Satisfaccion
17563;M;27;SI;Negocios;Business;1034;2;5;0;satisfecho
101832;F;21;SI;Vacaciones;Eco;1521;1;1;0;neutral o insatisfecho
35626;F;47;SI;Vacaciones;Eco Plus;1041;4;3;0;neutral o insatisfecho
68140;M;77;SI;Negocios;Eco Plus;413;1;4;5;neutral o insatisfecho
73627;M;28;SI;Negocios;Business;2763;1;1;0;neutral o insatisfecho
34654;M;52;SI;Vacaciones;Eco Plus;427;2;3;0;neutral o insatisfecho
68323;M;43;NO;Negocios;Eco;881;5;1;0;neutral o insatisfecho
102358;M;46;SI;Negocios;Business;223;4;1;4;satisfecho
95453;M;42;SI;Negocios;Business;3789;5;5;13;satisfecho
121084;M;47;SI;Negocios;Business;2013;4;4;14;satisfecho
36944;F;23;SI;Negocios;Business;718;4;3;0;satisfecho
83186;F;41;NO;Negocios;Business;149;3;1;14;neutral o insatisfecho
84894;F;69;SI;Vacaciones;Eco;516;4;2;0;neutral o insatisfecho
129750;M;38;SI;Negocios;Eco;337;4;4;92;satisfecho
59946;F;27;NO;Negocios;Eco;1065;1;1;0;neutral o insatisfecho
86772;M;23;NO;Negocios;Eco;692;4;3;0;satisfecho
85867;M;22;SI;Vacaciones;Business;2172;1;4;0;neutral o insatisfecho
123021;M;58;SI;Negocios;Business;590;4;1;0;satisfecho
15046;F;41;SI;Negocios;Business;576;3;1;0;neutral o insatisfecho
49408;F;56;SI;Negocios;Eco;109;1;1;25;satisfecho
6752;F;48;SI;Negocios;Business;2963;5;5;45;satisfecho
113670;F;46;SI;Vacaciones;Eco;397;3;4;0;neutral o insatisfecho
92190;F;40;SI;Negocios;Business;1979;5;5;0;satisfecho
29668;M;66;SI;Vacaciones;Eco;1533;2;4;0;neutral o insatisfecho
48542;M;55;NO;Negocios;Eco;337;5;3;0;neutral o insatisfecho
63528;M;56;SI;Negocios;Business;3041;5;4;7;satisfecho
126724;M;43;NO;Negocios;Eco;794;4;2;0;neutral o insatisfecho
109099;M;43;SI;Vacaciones;Eco;781;5;1;2;neutral o insatisfecho
44031;F;20;NO;Negocios;Eco;237;5;5;0;neutral o insatisfecho
52413;M;24;SI;Vacaciones;Eco;370;5;5;2;neutral o insatisfecho
118834;F;36;SI;Negocios;Business;338;5;4;25;satisfecho
75982;F;44;SI;Vacaciones;Eco;297;4;3;0;satisfecho
30452;F;43;SI;Negocios;Eco;991;2;2;55;satisfecho
77483;M;29;NO;Negocios;Business;1195;1;3;5;satisfecho
79215;M;58;SI;Vacaciones;Eco;1990;3;1;0;neutral o insatisfecho
14008;M;55;SI;Vacaciones;Eco;615;2;4;207;neutral o insatisfecho
36389;F;18;SI;Negocios;Eco Plus;200;1;2;0;neutral o insatisfecho
2280;M;46;SI;Negocios;Business;2603;4;4;0;satisfecho
25572;M;43;SI;Negocios;Business;1639;3;5;12;satisfecho
107195;M;20;SI;Vacaciones;Eco;402;2;3;15;neutral o insatisfecho
47838;M;56;SI;Negocios;Eco;412;3;2;0;neutral o insatisfecho
53023;M;51;SI;Negocios;Eco;1190;2;3;12;neutral o insatisfecho
43559;M;45;SI;Negocios;Eco;637;5;5;0;satisfecho
83768;F;47;SI;Vacaciones;Eco;926;4;2;0;neutral o insatisfecho
118275;M;45;SI;Negocios;Business;2405;5;5;10;satisfecho
100545;M;39;SI;Negocios;Business;580;4;5;22;satisfecho
4155;M;26;NO;Negocios;Eco;427;1;2;0;neutral o insatisfecho
63853;F;54;SI;Negocios;Business;3725;5;4;8;satisfecho
77446;F;40;SI;Negocios;Business;107;4;3;0;satisfecho
85367;F;25;SI;Vacaciones;Eco Plus;689;3;1;0;neutral o insatisfecho
20801;M;42;SI;Negocios;Eco;508;5;4;54;satisfecho
5627;M;43;SI;Vacaciones;Eco;624;2;1;0;neutral o insatisfecho
110187;F;48;SI;Vacaciones;Eco;882;4;5;20;neutral o insatisfecho
65733;F;38;SI;Negocios;Business;1061;3;1;1;neutral o insatisfecho
89852;M;60;SI;Negocios;Business;1416;4;4;0;satisfecho
73220;F;48;NO;Negocios;Business;946;5;5;0;satisfecho
42812;F;40;NO;Negocios;Business;677;2;1;79;neutral o insatisfecho
116144;M;32;SI;Vacaciones;Eco;325;4;1;54;neutral o insatisfecho
6597;M;37;SI;Vacaciones;Eco;618;4;5;0;neutral o insatisfecho
112182;F;32;SI;Vacaciones;Eco;895;5;2;10;neutral o insatisfecho
82598;F;40;SI;Negocios;Business;2570;4;4;0;neutral o insatisfecho
61051;M;22;SI;Negocios;Business;1546;5;4;0;satisfecho
7021;F;33;SI;Vacaciones;Eco;234;3;5;0;neutral o insatisfecho
27240;F;51;SI;Vacaciones;Eco;1024;5;4;0;neutral o insatisfecho
83977;F;53;SI;Negocios;Business;3179;4;5;0;satisfecho
91723;M;41;SI;Negocios;Business;2678;4;5;16;satisfecho
35679;F;26;NO;Negocios;Eco;1151;3;2;0;neutral o insatisfecho
49002;M;49;SI;Negocios;Eco;109;5;3;0;satisfecho
78803;F;39;SI;Vacaciones;Eco;432;4;4;0;neutral o insatisfecho
18899;F;60;SI;Negocios;Business;2224;5;4;0;satisfecho
112394;F;47;NO;Negocios;Business;853;4;5;0;neutral o insatisfecho
69572;F;34;SI;Negocios;Business;2475;1;4;2;neutral o insatisfecho
45420;M;58;SI;Negocios;Business;458;4;5;0;satisfecho
103881;M;28;SI;Vacaciones;Eco;882;5;5;0;neutral o insatisfecho
62068;M;26;SI;Vacaciones;Eco;2475;4;3;0;neutral o insatisfecho
111899;M;48;SI;Vacaciones;Eco;628;1;4;5;neutral o insatisfecho
3596;F;41;SI;Negocios;Business;999;4;3;0;neutral o insatisfecho
58293;M;48;SI;Vacaciones;Eco;413;3;4;0;neutral o insatisfecho
112818;F;39;SI;Negocios;Business;1390;4;3;9;satisfecho
88635;M;36;SI;Vacaciones;Eco;366;3;1;8;neutral o insatisfecho
128627;F;39;NO;Negocios;Business;954;4;2;0;neutral o insatisfecho
59168;F;63;SI;Vacaciones;Eco Plus;1846;5;2;5;neutral o insatisfecho
74792;M;46;SI;Negocios;Business;1205;4;4;0;satisfecho
16749;F;27;SI;Negocios;Eco;569;4;1;0;satisfecho
1370;F;38;NO;Negocios;Business;247;4;3;0;neutral o insatisfecho
18821;M;52;SI;Negocios;Business;448;1;5;0;satisfecho
80262;M;54;SI;Vacaciones;Eco;1008;3;5;1;neutral o insatisfecho
4032;F;47;NO;Negocios;Eco;479;3;3;0;neutral o insatisfecho
56381;F;33;SI;Negocios;Eco Plus;200;3;3;96;neutral o insatisfecho
80120;M;25;NO;Negocios;Eco;1061;1;2;0;satisfecho
99311;F;37;SI;Negocios;Business;337;5;3;6;satisfecho
46353;F;27;NO;Negocios;Business;1013;1;4;0;satisfecho
38448;F;37;NO;Negocios;Business;1104;4;2;10;neutral o insatisfecho
66519;M;53;SI;Vacaciones;Eco;447;1;3;0;neutral o insatisfecho
127012;F;45;NO;Negocios;Eco;304;1;2;0;neutral o insatisfecho
78929;M;46;SI;Negocios;Business;1911;4;3;0;satisfecho
7752;F;39;SI;Negocios;Eco;613;4;5;0;satisfecho
48463;M;20;SI;Negocios;Business;2078;5;5;7;satisfecho
122649;M;26;NO;Negocios;Business;361;5;4;0;satisfecho
43582;M;34;SI;Negocios;Eco Plus;1499;3;1;1;satisfecho
45538;M;30;NO;Negocios;Eco;566;3;2;0;satisfecho
30479;F;26;NO;Negocios;Eco;1201;2;1;10;neutral o insatisfecho
81616;M;58;SI;Negocios;Business;3431;5;2;3;satisfecho
22743;M;36;SI;Negocios;Business;147;5;4;0;satisfecho
128437;M;59;SI;Negocios;Business;2101;1;3;0;neutral o insatisfecho
61241;F;20;NO;Negocios;Eco;967;5;4;6;satisfecho
50533;M;40;SI;Vacaciones;Eco;158;1;1;0;neutral o insatisfecho
35648;M;25;NO;Negocios;Eco;781;2;1;3;satisfecho
70433;F;40;SI;Negocios;Business;3127;4;5;0;satisfecho
1072;F;53;SI;Vacaciones;Eco;113;2;4;0;neutral o insatisfecho
33962;M;47;SI;Negocios;Business;1576;5;4;0;satisfecho
118252;M;39;SI;Negocios;Business;1849;4;5;0;satisfecho
97792;M;41;SI;Negocios;Business;2396;4;2;1;satisfecho
32750;F;53;SI;Negocios;Business;3235;2;5;0;satisfecho
74686;M;43;SI;Vacaciones;Eco;1171;5;5;0;neutral o insatisfecho
75785;F;43;SI;Vacaciones;Eco;868;3;5;15;neutral o insatisfecho
28464;F;64;SI;Vacaciones;Eco;2588;2;3;0;neutral o insatisfecho
83552;F;24;NO;Negocios;Business;1034;5;5;0;satisfecho
29925;F;35;NO;Negocios;Eco;82;3;4;0;neutral o insatisfecho
13084;F;65;SI;Vacaciones;Business;595;4;3;93;neutral o insatisfecho
24340;M;24;SI;Negocios;Business;2386;2;1;0;neutral o insatisfecho
126145;M;24;SI;Negocios;Business;650;1;1;9;neutral o insatisfecho
2161;F;39;SI;Negocios;Business;1671;4;2;0;satisfecho
30600;F;42;SI;Negocios;Business;3576;1;4;0;satisfecho
64770;F;56;SI;Negocios;Business;1916;4;4;0;satisfecho
61218;F;50;SI;Negocios;Business;2734;5;4;0;satisfecho
102743;M;40;SI;Vacaciones;Eco;255;4;4;5;neutral o insatisfecho
108608;M;29;SI;Negocios;Business;3419;4;5;0;satisfecho
17370;M;23;SI;Vacaciones;Eco Plus;563;3;5;0;neutral o insatisfecho
59620;F;30;SI;Negocios;Business;965;5;4;39;neutral o insatisfecho
29733;M;44;NO;Negocios;Eco;1052;3;4;0;neutral o insatisfecho
56963;M;85;NO;Negocios;Eco;954;4;2;0;neutral o insatisfecho
122494;F;58;SI;Negocios;Business;2235;5;2;0;satisfecho
117185;F;33;SI;Vacaciones;Eco;304;3;4;0;neutral o insatisfecho
7146;M;36;SI;Negocios;Business;1761;4;4;0;satisfecho
24048;F;59;SI;Vacaciones;Eco;427;4;1;0;neutral o insatisfecho
6380;F;43;SI;Negocios;Business;213;4;5;0;satisfecho
61837;F;43;SI;Negocios;Business;1464;5;5;0;satisfecho
33656;M;47;SI;Negocios;Eco Plus;399;4;4;0;satisfecho
41464;F;54;SI;Negocios;Business;2739;5;5;0;satisfecho
77518;M;25;SI;Negocios;Business;1521;5;1;0;satisfecho
44240;F;59;SI;Negocios;Business;1647;3;2;0;neutral o insatisfecho
11762;M;53;SI;Negocios;Business;429;1;4;0;satisfecho
53582;F;24;SI;Negocios;Eco Plus;1195;4;3;3;neutral o insatisfecho
128300;M;40;SI;Negocios;Business;621;4;5;0;satisfecho
49886;F;49;SI;Negocios;Business;2516;5;5;0;satisfecho
19089;M;31;SI;Negocios;Eco;296;5;3;0;satisfecho
63383;M;24;SI;Vacaciones;Eco;337;3;4;108;neutral o insatisfecho
111780;M;43;SI;Negocios;Eco;1620;1;1;0;neutral o insatisfecho
60804;F;25;SI;Vacaciones;Eco Plus;472;2;4;0;neutral o insatisfecho
18550;F;36;NO;Negocios;Eco;190;3;2;0;neutral o insatisfecho
111535;M;29;NO;Negocios;Business;775;1;3;46;neutral o insatisfecho
77912;F;41;SI;Negocios;Business;2498;5;4;0;satisfecho
21337;F;27;SI;Negocios;Business;674;3;3;39;neutral o insatisfecho
64789;F;34;SI;Negocios;Business;3840;2;2;35;neutral o insatisfecho
122957;M;57;SI;Negocios;Business;2303;4;5;8;satisfecho
26490;M;25;SI;Negocios;Business;829;3;2;53;satisfecho
27493;M;56;NO;Negocios;Eco;554;5;5;0;neutral o insatisfecho
3243;F;46;SI;Negocios;Business;479;4;5;0;satisfecho
9010;F;46;SI;Vacaciones;Business;173;4;4;3;neutral o insatisfecho
66052;F;54;SI;Negocios;Business;945;2;5;0;satisfecho
69760;M;49;SI;Vacaciones;Eco;1085;2;2;0;neutral o insatisfecho
76813;F;66;SI;Vacaciones;Eco;689;4;3;0;neutral o insatisfecho
63654;M;29;SI;Vacaciones;Eco;1448;4;4;0;neutral o insatisfecho
75604;F;21;SI;Vacaciones;Eco;337;5;2;0;satisfecho
97420;F;33;SI;Negocios;Business;2986;4;2;9;neutral o insatisfecho
116108;M;35;SI;Vacaciones;Eco;390;1;3;0;neutral o insatisfecho
122133;F;25;SI;Negocios;Business;544;3;1;27;neutral o insatisfecho
42279;F;27;NO;Negocios;Eco;451;1;4;68;neutral o insatisfecho
109609;M;45;SI;Vacaciones;Business;930;5;4;0;neutral o insatisfecho
85128;F;44;NO;Negocios;Business;731;1;3;0;satisfecho
52610;F;39;SI;Negocios;Business;3183;3;5;0;satisfecho
80797;M;57;SI;Negocios;Business;1882;4;3;0;satisfecho
128920;M;34;NO;Negocios;Business;414;3;1;8;neutral o insatisfecho
86804;F;30;NO;Negocios;Business;692;3;3;1;neutral o insatisfecho
12644;M;21;SI;Vacaciones;Eco;844;2;5;0;neutral o insatisfecho
88437;M;44;SI;Negocios;Business;1727;3;2;0;neutral o insatisfecho
30784;F;50;SI;Negocios;Business;3567;2;2;6;neutral o insatisfecho
30787;F;80;SI;Negocios;Eco;495;3;4;11;neutral o insatisfecho
87733;M;19;SI;Negocios;Business;4502;2;5;12;neutral o insatisfecho
95481;M;30;SI;Negocios;Eco Plus;323;4;2;0;neutral o insatisfecho
106262;F;28;SI;Negocios;Business;1500;4;5;9;satisfecho
100344;M;35;SI;Vacaciones;Eco;1053;3;5;4;neutral o insatisfecho
53857;F;59;SI;Negocios;Business;1586;4;5;0;satisfecho
115651;M;31;SI;Negocios;Eco;390;2;1;31;neutral o insatisfecho
117168;F;68;SI;Vacaciones;Eco;370;5;5;12;neutral o insatisfecho
77465;F;36;NO;Negocios;Eco;507;5;3;0;neutral o insatisfecho
60393;F;56;SI;Negocios;Eco;1052;4;2;5;neutral o insatisfecho
116993;F;52;SI;Negocios;Business;2196;4;4;10;satisfecho
45447;F;47;SI;Negocios;Business;2618;5;4;7;satisfecho
94790;M;43;SI;Negocios;Business;319;4;5;0;satisfecho
40860;F;30;SI;Vacaciones;Eco;541;3;4;0;neutral o insatisfecho
88963;F;57;SI;Negocios;Business;1199;4;4;0;satisfecho
41788;M;32;SI;Negocios;Business;196;5;4;18;satisfecho
73515;M;59;SI;Negocios;Business;3775;4;4;0;satisfecho
19162;M;52;SI;Negocios;Eco;304;4;1;0;neutral o insatisfecho
98988;M;56;SI;Vacaciones;Eco;479;3;4;26;neutral o insatisfecho
47525;M;41;SI;Vacaciones;Eco;584;2;4;0;neutral o insatisfecho
60426;M;29;NO;Negocios;Business;775;3;3;0;neutral o insatisfecho
84610;M;45;SI;Negocios;Business;2629;5;4;0;satisfecho
60760;M;25;SI;Negocios;Business;3146;4;5;5;satisfecho
103953;F;58;SI;Negocios;Eco;770;1;4;16;satisfecho
103614;F;38;SI;Negocios;Business;3300;5;5;27;satisfecho
33659;F;44;SI;Negocios;Eco Plus;399;3;2;0;neutral o insatisfecho
58983;M;48;SI;Negocios;Business;1652;4;5;17;satisfecho
122865;F;52;SI;Negocios;Business;3708;5;1;4;satisfecho
85767;M;26;NO;Negocios;Business;666;1;4;45;neutral o insatisfecho
41579;M;47;SI;Vacaciones;Eco;1242;3;5;0;neutral o insatisfecho
9836;F;30;SI;Negocios;Business;1511;4;5;0;satisfecho
105500;F;42;SI;Negocios;Business;2415;5;5;8;satisfecho
73683;F;26;NO;Negocios;Eco;192;2;1;2;neutral o insatisfecho
77545;F;34;SI;Negocios;Business;2131;3;1;14;neutral o insatisfecho
33560;M;56;SI;Negocios;Business;474;4;4;0;satisfecho
9201;F;18;NO;Negocios;Eco;227;4;1;0;neutral o insatisfecho
29523;F;68;SI;Negocios;Eco;1009;3;1;0;neutral o insatisfecho
112572;F;48;SI;Negocios;Business;2018;4;4;7;satisfecho
38656;M;29;NO;Negocios;Business;2704;5;4;0;neutral o insatisfecho
6385;F;31;SI;Negocios;Business;3160;3;2;85;neutral o insatisfecho
112424;M;18;NO;Negocios;Eco;850;4;4;50;satisfecho
103345;F;43;SI;Vacaciones;Eco;1139;4;2;33;neutral o insatisfecho
113375;F;57;SI;Negocios;Business;386;4;2;0;satisfecho
36886;F;31;SI;Vacaciones;Eco;1182;1;3;6;neutral o insatisfecho
77840;F;53;SI;Negocios;Business;2379;4;4;0;satisfecho
27511;F;52;SI;Negocios;Eco;650;3;2;5;neutral o insatisfecho
97543;M;21;NO;Negocios;Eco;675;1;4;3;neutral o insatisfecho
123610;M;59;SI;Negocios;Business;1773;5;4;0;satisfecho
78955;F;24;NO;Negocios;Business;356;2;1;0;neutral o insatisfecho
61092;M;61;SI;Vacaciones;Eco;1506;4;3;9;neutral o insatisfecho
24019;F;47;SI;Negocios;Eco;427;1;5;2;satisfecho
72514;M;48;SI;Negocios;Eco;929;3;2;0;neutral o insatisfecho
10752;F;52;SI;Negocios;Business;3685;2;3;0;neutral o insatisfecho
78797;F;74;SI;Negocios;Eco;154;4;3;0;neutral o insatisfecho
4625;M;27;NO;Negocios;Business;364;2;4;0;neutral o insatisfecho
26017;M;37;SI;Negocios;Eco;425;4;1;0;satisfecho
69346;F;28;SI;Negocios;Business;2264;3;5;1;satisfecho
94802;M;30;SI;Negocios;Business;189;4;1;3;neutral o insatisfecho
110541;M;20;NO;Negocios;Business;551;2;4;4;satisfecho
56219;M;63;SI;Negocios;Business;1585;5;4;11;satisfecho
15785;F;65;SI;Vacaciones;Eco;254;4;4;0;neutral o insatisfecho
48477;M;47;SI;Negocios;Business;833;5;4;2;satisfecho
48356;M;37;NO;Negocios;Eco;522;1;1;0;neutral o insatisfecho
8822;M;33;SI;Vacaciones;Eco;522;3;3;22;neutral o insatisfecho
128655;M;38;NO;Negocios;Business;2288;4;3;14;neutral o insatisfecho
17616;F;30;SI;Negocios;Business;622;4;2;9;satisfecho
119458;F;57;SI;Vacaciones;Business;759;4;4;0;neutral o insatisfecho
92956;M;25;NO;Negocios;Eco Plus;134;2;1;0;neutral o insatisfecho
108064;F;60;SI;Negocios;Business;1784;3;2;0;neutral o insatisfecho
30514;M;21;NO;Negocios;Eco;377;2;2;5;neutral o insatisfecho
23139;F;52;SI;Negocios;Business;3268;3;4;0;neutral o insatisfecho
102629;F;41;SI;Negocios;Business;601;4;5;46;satisfecho
50414;M;56;SI;Negocios;Business;2938;1;4;0;satisfecho
92222;M;54;SI;Vacaciones;Eco;1979;3;4;0;satisfecho
74249;M;48;SI;Negocios;Eco;1709;3;2;78;neutral o insatisfecho
95901;F;31;SI;Vacaciones;Eco;580;3;4;0;neutral o insatisfecho
24953;F;37;SI;Vacaciones;Eco;1747;5;3;5;satisfecho
125143;F;30;SI;Negocios;Business;1999;5;5;0;satisfecho
70669;M;20;NO;Negocios;Eco;447;2;5;0;neutral o insatisfecho
99261;F;39;SI;Negocios;Business;2418;5;3;0;satisfecho
81862;F;40;SI;Vacaciones;Eco Plus;1416;4;2;0;neutral o insatisfecho
41460;F;29;SI;Vacaciones;Business;1334;4;5;16;neutral o insatisfecho
90999;M;68;SI;Vacaciones;Eco;594;4;1;0;neutral o insatisfecho
70519;M;50;SI;Negocios;Business;3388;5;5;1;satisfecho
57926;M;43;SI;Negocios;Eco Plus;305;4;4;6;neutral o insatisfecho
117291;M;38;SI;Negocios;Eco Plus;368;2;1;76;neutral o insatisfecho
60726;M;59;SI;Vacaciones;Eco;1605;4;3;0;neutral o insatisfecho
71988;F;22;SI;Vacaciones;Eco;1440;5;3;33;neutral o insatisfecho
110701;M;37;SI;Vacaciones;Eco;1005;3;5;11;neutral o insatisfecho
27092;M;21;SI;Negocios;Business;1721;4;2;0;satisfecho
63454;M;40;SI;Negocios;Business;2311;4;4;23;satisfecho
94593;M;60;SI;Negocios;Business;3052;5;4;0;satisfecho
3443;M;64;SI;Vacaciones;Eco;296;1;4;0;neutral o insatisfecho
75798;F;60;SI;Vacaciones;Eco;868;4;4;0;neutral o insatisfecho
77398;M;48;SI;Vacaciones;Eco;626;2;4;0;neutral o insatisfecho
89132;M;41;SI;Negocios;Business;1947;3;2;3;neutral o insatisfecho
120884;M;43;SI;Negocios;Business;861;5;5;0;satisfecho
111168;M;49;NO;Negocios;Business;1506;3;4;14;neutral o insatisfecho
16961;M;32;SI;Negocios;Business;3315;5;2;0;satisfecho
118220;M;24;NO;Negocios;Eco;735;4;4;16;neutral o insatisfecho
66927;F;18;SI;Negocios;Business;3410;5;3;0;satisfecho
25421;F;42;SI;Vacaciones;Eco Plus;1105;2;2;0;neutral o insatisfecho
124520;M;48;SI;Negocios;Business;1783;4;5;1;satisfecho
52055;M;72;SI;Negocios;Eco;639;5;1;7;satisfecho
66153;M;26;NO;Negocios;Business;550;5;2;0;neutral o insatisfecho
78889;M;56;SI;Negocios;Business;1727;5;3;0;satisfecho
2026;M;19;SI;Negocios;Business;733;5;4;0;satisfecho
15011;F;33;SI;Negocios;Business;2194;3;4;4;satisfecho
129684;M;44;SI;Negocios;Business;337;5;4;0;satisfecho
66658;F;51;SI;Negocios;Business;978;4;5;0;satisfecho
82161;M;26;NO;Negocios;Business;237;4;3;0;neutral o insatisfecho
128105;M;40;SI;Vacaciones;Business;1587;5;5;0;neutral o insatisfecho
91945;F;24;SI;Vacaciones;Eco;2475;4;1;0;satisfecho
25775;M;54;SI;Negocios;Eco;762;4;5;0;satisfecho
60851;F;30;SI;Vacaciones;Eco;1754;2;2;39;neutral o insatisfecho
91938;M;57;SI;Negocios;Eco;2475;5;1;4;satisfecho
5010;M;18;SI;Vacaciones;Eco;502;1;4;0;neutral o insatisfecho
23768;F;60;SI;Negocios;Business;2925;4;4;13;satisfecho
79036;M;39;NO;Negocios;Business;356;3;3;0;neutral o insatisfecho
15642;M;33;SI;Negocios;Eco Plus;292;5;3;0;satisfecho
120829;M;21;NO;Negocios;Business;920;5;3;0;satisfecho
3317;M;66;SI;Negocios;Business;2565;4;5;0;satisfecho
22873;F;57;SI;Vacaciones;Eco;302;4;1;10;neutral o insatisfecho
59610;F;23;SI;Negocios;Business;3872;2;4;0;neutral o insatisfecho
69663;M;39;NO;Negocios;Eco;169;5;3;0;neutral o insatisfecho
61279;M;36;SI;Vacaciones;Eco;862;2;3;1;neutral o insatisfecho
30651;F;58;SI;Vacaciones;Eco;770;4;3;0;neutral o insatisfecho
123486;F;34;SI;Negocios;Business;2077;3;4;12;neutral o insatisfecho
48685;F;60;SI;Negocios;Business;2416;5;4;0;satisfecho
56208;M;45;SI;Negocios;Business;1400;5;3;0;satisfecho
114832;M;40;SI;Negocios;Business;2100;4;4;15;satisfecho
76398;M;32;SI;Vacaciones;Eco;931;5;5;6;neutral o insatisfecho
56327;F;35;NO;Negocios;Business;200;1;4;0;neutral o insatisfecho
58045;F;32;SI;Negocios;Business;1678;5;3;54;satisfecho
124959;M;36;SI;Negocios;Business;184;3;4;0;neutral o insatisfecho
92189;F;38;SI;Negocios;Eco;1979;3;4;0;neutral o insatisfecho
75599;F;28;SI;Vacaciones;Eco;337;3;3;0;neutral o insatisfecho
100244;F;39;SI;Negocios;Business;1052;5;5;3;satisfecho
51686;F;30;SI;Negocios;Business;1736;3;1;0;neutral o insatisfecho
34465;F;52;SI;Negocios;Eco;266;1;4;0;satisfecho
123895;M;21;SI;Vacaciones;Eco;573;1;2;13;neutral o insatisfecho
98892;F;31;SI;Vacaciones;Eco Plus;991;2;5;56;neutral o insatisfecho
52478;M;55;SI;Vacaciones;Eco Plus;261;4;1;0;neutral o insatisfecho
109292;M;40;SI;Negocios;Business;1072;4;5;90;satisfecho
68648;F;40;SI;Negocios;Business;237;5;4;0;satisfecho
25193;M;44;SI;Vacaciones;Eco;577;5;4;0;satisfecho
39715;F;53;SI;Negocios;Eco;410;3;4;0;satisfecho
127549;M;34;SI;Vacaciones;Eco;1009;5;4;0;neutral o insatisfecho
99232;M;51;NO;Negocios;Eco;495;2;4;0;neutral o insatisfecho
89641;F;38;SI;Negocios;Business;950;3;2;0;neutral o insatisfecho
114259;M;77;SI;Negocios;Business;453;2;3;40;satisfecho
80647;F;30;SI;Negocios;Business;2781;4;3;0;satisfecho
103774;F;39;SI;Negocios;Business;2185;4;5;33;satisfecho
99424;M;34;SI;Vacaciones;Eco;337;5;3;21;neutral o insatisfecho
7301;F;43;NO;Negocios;Business;116;2;3;7;neutral o insatisfecho
104099;M;42;SI;Negocios;Business;3857;5;5;3;satisfecho
20040;M;56;SI;Negocios;Eco;528;2;4;4;neutral o insatisfecho
23159;F;21;SI;Vacaciones;Eco;223;1;4;0;neutral o insatisfecho
62724;M;29;SI;Negocios;Business;2399;4;2;3;neutral o insatisfecho
128868;M;29;NO;Negocios;Business;1443;2;5;0;satisfecho
125763;M;22;SI;Negocios;Business;2554;4;5;28;satisfecho
70273;M;29;NO;Negocios;Business;852;2;3;0;neutral o insatisfecho
90176;F;43;SI;Vacaciones;Eco;1084;4;2;0;neutral o insatisfecho
23767;F;32;SI;Negocios;Business;2232;5;5;0;satisfecho
38349;F;25;NO;Negocios;Eco;1173;1;1;23;neutral o insatisfecho
127641;M;69;SI;Vacaciones;Eco;1773;5;2;0;neutral o insatisfecho
129008;M;57;SI;Negocios;Business;2611;2;4;0;neutral o insatisfecho
37257;M;35;SI;Negocios;Eco;1028;4;1;0;satisfecho
77780;M;40;SI;Vacaciones;Eco;696;4;3;5;neutral o insatisfecho
33428;F;72;SI;Negocios;Eco;2399;5;5;0;satisfecho
86106;M;26;NO;Negocios;Business;226;3;5;17;neutral o insatisfecho
57619;F;56;SI;Negocios;Business;200;4;5;0;satisfecho
29793;F;42;SI;Negocios;Eco;204;4;5;0;satisfecho
124903;M;32;NO;Negocios;Business;728;5;5;1;neutral o insatisfecho
45782;F;44;SI;Negocios;Eco;391;1;5;0;satisfecho
122254;M;49;SI;Negocios;Business;141;3;3;61;neutral o insatisfecho
17685;M;42;SI;Negocios;Eco Plus;1039;5;4;17;satisfecho
117882;M;21;NO;Negocios;Business;255;4;5;5;satisfecho
40643;M;63;SI;Vacaciones;Eco Plus;411;4;5;0;neutral o insatisfecho
81382;M;59;SI;Negocios;Business;1013;4;4;0;satisfecho
94019;F;42;SI;Negocios;Business;248;5;2;6;satisfecho
76007;M;59;SI;Negocios;Business;3149;3;1;3;neutral o insatisfecho
80931;F;22;SI;Vacaciones;Eco;341;1;4;0;neutral o insatisfecho
63671;M;59;SI;Vacaciones;Eco Plus;2405;2;1;16;neutral o insatisfecho
101181;M;27;SI;Vacaciones;Eco;1069;5;5;0;neutral o insatisfecho
100861;M;68;SI;Vacaciones;Business;1605;4;4;1;neutral o insatisfecho
109610;M;31;SI;Vacaciones;Business;802;3;1;24;neutral o insatisfecho
30203;M;56;SI;Negocios;Eco Plus;183;4;4;0;satisfecho
38466;F;46;SI;Negocios;Business;846;4;5;0;satisfecho
116468;M;65;SI;Vacaciones;Eco;358;1;2;0;neutral o insatisfecho
70893;M;29;SI;Negocios;Business;1721;3;3;0;satisfecho
7488;F;45;SI;Negocios;Business;3277;4;4;0;satisfecho
12574;M;57;SI;Negocios;Business;2073;3;4;29;neutral o insatisfecho
81309;F;51;SI;Negocios;Business;3498;4;4;0;satisfecho
60038;M;40;SI;Negocios;Business;3891;5;4;19;satisfecho
38581;F;23;NO;Negocios;Eco;1352;4;2;35;satisfecho
79652;F;65;NO;Negocios;Eco;362;2;3;60;neutral o insatisfecho
50186;M;54;NO;Negocios;Eco;109;3;5;0;neutral o insatisfecho
41740;F;31;SI;Vacaciones;Eco;695;2;4;0;neutral o insatisfecho
98594;M;51;SI;Negocios;Business;966;4;4;1;satisfecho
124042;F;21;NO;Negocios;Business;184;5;4;50;satisfecho
13801;F;30;SI;Vacaciones;Eco;450;4;3;0;neutral o insatisfecho
54125;M;38;SI;Negocios;Business;1400;3;5;7;satisfecho
9200;F;52;SI;Negocios;Business;227;5;5;5;satisfecho
